host_id,host_name,host_since_year,host_since_anniversary,id,neighbourhood_cleansed,city,state,zipcode,country,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,guests_included,extra_people,minimum_nights,host_response_time,host_response_rate,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
191384,Pasquale,2010,8/4,939349,Buitenveldert - Zuidas,Amsterdam,North Holland,1083 GP,Netherlands,52.3327144,4.888826655,Apartment,Private room,2,1.5,1,1,Real Bed,75,1,15,1,within a few hours,1,2,90,9,9,9,9,9,9
191980,Koos And Sandra,2010,8/5,282108,Centrum-West,Amsterdam,North Holland,1013,Netherlands,52.38166034,4.885651442,Boat,Entire home/apt,2,1,1,1,Real Bed,129,1,0,3,within a few hours,1,76,100,10,10,10,10,10,10
193021,Hannah,2010,8/6,1491339,Westerpark,Amsterdam,North Holland,1051 HM,Netherlands,52.38279036,4.868501202,Apartment,Entire home/apt,2,1,1,1,Real Bed,120,2,0,3,N/A,N/A,3,93,9,10,9,9,9,9
193099,Wende,2010,8/6,685539,Oud-Oost,Amsterdam,North Holland,1074,Netherlands,52.35585266,4.907284219,Apartment,Entire home/apt,2,1,1,1,Real Bed,275,1,0,3,within a few hours,1,0,,,,,,,
193227,Emily,2010,8/6,2394430,Westerpark,Amsterdam,North Holland,1015 XS,Netherlands,52.38011714,4.878806977,Boat,Entire home/apt,4,1,1,2,Real Bed,200,1,0,5,N/A,N/A,4,97,10,10,10,10,9,10
195126,Babette,2010,8/8,1913383,Centrum-Oost,Amsterdam,North Holland,1017,Netherlands,52.36645461,4.895914227,Apartment,Entire home/apt,2,1,1,1,Real Bed,185,1,0,1,within a day,0.76,4,90,10,9,10,10,10,8
195126,Babette,2010,8/8,1913383,Centrum-Oost,Amsterdam,North Holland,1017,Netherlands,52.36645461,4.895914227,Apartment,Entire home/apt,2,1,1,1,Real Bed,185,1,0,1,within a day,0.76,4,90,10,9,10,10,10,8
195859,Gianni,2010,8/9,771758,Slotervaart,Amsterdam,North Holland,1062 GR,Netherlands,52.34832594,4.834530146,Bed & Breakfast,Private room,2,,1,1,Real Bed,55,1,0,2,within an hour,0.97,24,84,8,10,9,9,8,8
197355,Pieter-Bas & Sophie,2010,8/10,44805,Oostelijk Havengebied - Indische Buurt,Amsterdam,North Holland,1095 ER,Netherlands,52.36089543,4.94636722,Apartment,Private room,3,1,1,2,Real Bed,85,2,38,3,within a few hours,0.9,103,90,9,8,9,9,8,9
198036,Rebeca,2010,8/11,5421998,Centrum-West,Amsterdam,Noord-Holland,1013 BX,Netherlands,52.38761897,4.891701151,Apartment,Entire home/apt,3,1.5,2,2,Real Bed,145,3,20,1,within a few hours,0.9,2,90,10,9,10,10,9,9
199266,Anne,2010,8/12,45125,Centrum-Oost,Amsterdam,North Holland,1011,Netherlands,52.37402563,4.903188547,Apartment,Entire home/apt,2,1,1,2,Real Bed,135,1,0,3,within a day,1,57,98,10,10,10,10,10,9
200188,George,2010,8/13,45246,Westerpark,Amsterdam,North Holland,1015 SV,Netherlands,52.3776764,4.876178649,Apartment,Entire home/apt,2,1,1,1,Real Bed,140,2,20,3,within a few hours,0.86,62,92,9,9,10,10,10,9
201541,Floor,2010,8/14,5026987,Oud-Noord,Amsterdam,Noord-Holland,1023 AT,Netherlands,52.39189578,4.946460622,House,Entire home/apt,4,1,2,2,Real Bed,99,2,40,2,within an hour,1,0,,,,,,,
202005,Annemarie,2010,8/15,5150374,De Pijp - Rivierenbuurt,Amsterdam,Noord-Holland,1074 XA,Netherlands,52.3535154,4.90319303,Apartment,Entire home/apt,2,1,1,1,Real Bed,90,1,0,1,within a day,1,4,85,10,9,9,10,10,9
202748,Wouter,2010,8/16,45618,Westerpark,Amsterdam,North Holland,1013,Netherlands,52.38891827,4.886309184,Apartment,Entire home/apt,4,1,2,3,Real Bed,105,2,15,4,within a day,1,73,95,9,9,10,10,9,9
203202,Sakshin;,2010,8/16,45704,De Baarsjes - Oud-West,Amsterdam,North Holland,1057,Netherlands,52.36928294,4.853327924,Bed & Breakfast,Private room,2,1,1,1,Real Bed,67,2,25,3,within an hour,0.98,143,88,9,9,9,9,8,9
203202,Sakshin;,2010,8/16,983021,De Baarsjes - Oud-West,Amsterdam,North Holland,1057,Netherlands,52.37018233,4.854696051,Apartment,Private room,2,1,1,1,Real Bed,57,2,25,3,within an hour,0.98,32,85,9,9,9,9,8,8
203202,Sakshin;,2010,8/16,155050,De Baarsjes - Oud-West,Amsterdam,North Holland,1057,Netherlands,52.36967121,4.854431827,Bed & Breakfast,Private room,2,1,1,1,Airbed,57,2,25,3,within an hour,0.98,113,88,9,9,9,9,8,9
229241,Dirk,2010,9/9,2079528,De Baarsjes - Oud-West,Amsterdam,North Holland,1056,Netherlands,52.37194896,4.863100523,Apartment,Entire home/apt,6,1,3,4,Real Bed,175,4,50,2,within an hour,1,18,99,9,9,10,10,9,9
210082,Lisa,2010,8/23,4563750,Zuid,Amsterdam,Noord-Holland,1071,Netherlands,52.35265264,4.884013599,Apartment,Entire home/apt,4,1,1,1,Real Bed,160,2,10,3,within a day,0.64,1,100,10,10,10,10,10,10
211696,Ivar,2010,8/24,47061,De Baarsjes - Oud-West,Amsterdam,North Holland,1053 LZ,Netherlands,52.3679861,4.874469332,Apartment,Entire home/apt,3,1,2,2,Real Bed,100,2,25,5,within an hour,1,108,96,9,9,10,10,10,9
213960,Riek,2010,8/26,792104,Centrum-Oost,Amsterdam,North Holland,1017,Netherlands,52.36256017,4.883353361,Apartment,Entire home/apt,8,1,1,8,Real Bed,280,4,30,3,within an hour,1,35,89,8,9,10,10,10,9
213960,Riek,2010,8/26,47333,Centrum-West,Amsterdam,North Holland,1012 GB,Netherlands,52.36847076,4.892625116,Apartment,Entire home/apt,5,1,,3,Real Bed,135,2,35,3,within an hour,1,35,89,9,9,10,10,10,9
213960,Riek,2010,8/26,65230,Centrum-West,Amsterdam,North Holland,1012 GB,Netherlands,52.36903004,4.89348239,Apartment,Entire home/apt,5,1,,5,Real Bed,135,2,35,3,within an hour,1,36,89,8,8,9,10,10,8
215655,Chad,2010,8/28,5547017,Centrum-West,Amsterdam,Noord-Holland,1012da,Netherlands,52.37361177,4.898569679,Apartment,Entire home/apt,2,1,1,1,Real Bed,160,2,50,1,within a few hours,1,0,,,,,,,
219080,Franklin,2010,8/31,48076,Centrum-West,Amsterdam,North Holland,1013,Netherlands,52.3786461,4.894416994,Apartment,Entire home/apt,6,2,3,5,Real Bed,260,4,30,4,within a day,0.83,24,97,9,9,10,10,10,9
219460,Jay,2010,9/1,48149,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1073,Netherlands,52.35199984,4.898420116,Apartment,Entire home/apt,2,1,1,1,Real Bed,107,2,23,2,within an hour,1,105,94,10,9,10,10,10,9
224275,Arnoud,2010,9/5,5595867,Noord-Oost,Amsterdam,NH,1024 BE,Netherlands,52.39890502,4.950883451,House,Private room,2,1,1,1,Real Bed,55,2,10,2,within an hour,1,0,,,,,,,
224516,Tom,2010,9/5,4630663,Centrum-Oost,Amsterdam,Noord-Holland,,Netherlands,52.36581533,4.882004392,Apartment,Entire home/apt,2,1,1,1,Real Bed,199,1,0,3,within an hour,1,0,,,,,,,
225987,Joanna & MP,2010,9/6,49552,Centrum-West,Amsterdam,North Holland,1013 EE,Netherlands,52.37924624,4.890226934,Apartment,Entire home/apt,8,2,3,8,Real Bed,300,6,40,1,within an hour,1,153,97,10,10,10,10,10,9
226808,Johnny & Caroline,2010,9/7,261902,Oud-Oost,Amsterdam,North Holland,1092,Netherlands,52.35605073,4.919385692,Apartment,Entire home/apt,4,2,2,2,Real Bed,140,2,20,5,within a day,1,21,97,9,10,10,10,9,10
227530,Klaas,2010,9/7,49790,De Baarsjes - Oud-West,Amsterdam,North Holland,1054 ZW,Netherlands,52.36266379,4.86103174,Boat,Entire home/apt,3,1,2,2,Real Bed,199,2,40,2,within a few hours,1,70,99,10,10,10,10,10,10
227941,Sasha,2010,9/8,166520,Oud-Oost,Amsterdam,North Holland,1093,Netherlands,52.35966774,4.926502619,Apartment,Entire home/apt,4,1,1,1,Real Bed,145,2,25,2,within an hour,0.96,45,97,10,9,10,10,9,10
229174,Sabine,2010,9/9,190527,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1072,Netherlands,52.35285392,4.890675817,Apartment,Entire home/apt,2,1,1,1,Real Bed,67,2,50,2,within a day,0.7,18,96,10,9,9,10,10,9
229241,Dirk,2010,9/9,2079528,De Baarsjes - Oud-West,Amsterdam,North Holland,1056,Netherlands,52.37194896,4.863100523,Apartment,Entire home/apt,6,1,3,4,Real Bed,175,4,50,2,within an hour,1,18,99,9,9,10,10,9,9
230246,Daan,2010,9/10,50263,Oostelijk Havengebied - Indische Buurt,Amsterdam,North Holland,1018,Netherlands,52.37137385,4.93305021,Apartment,Entire home/apt,4,1.5,2,4,Real Bed,165,2,35,2,within a day,0.7,111,98,10,10,10,10,9,10
231946,Raymond,2010,9/12,50523,Centrum-West,Amsterdam,North Holland,1016,Netherlands,52.36932043,4.882581591,Bed & Breakfast,Private room,2,1,1,2,Real Bed,100,1,0,2,within an hour,1,26,98,10,10,10,10,10,10
232321,Evert,2010,9/12,734886,Bos en Lommer,Amsterdam,North Holland,1055,Netherlands,52.37584455,4.847834073,Apartment,Entire home/apt,6,1,2,4,Real Bed,99,2,30,3,within an hour,0.96,0,,,,,,,
232321,Evert,2010,9/12,50570,Bos en Lommer,Amsterdam,Amsterdam,1055SC,Netherlands,52.37773744,4.848911991,Apartment,Entire home/apt,4,1,1,5,Real Bed,79,2,30,3,within an hour,0.96,77,93,9,9,10,10,8,9
237840,Sjoerd,2010,9/17,51667,De Baarsjes - Oud-West,Amsterdam,North Holland,1053,Netherlands,52.36881804,4.868602042,Apartment,Entire home/apt,3,1,1,2,Real Bed,105,2,45,5,within a few hours,1,76,96,10,10,10,10,10,9
237840,Sjoerd,2010,9/17,2899247,Watergraafsmeer,Amsterdam,Noord-Holland,1098 TJ,Netherlands,52.35014382,4.940797823,Apartment,Entire home/apt,2,1,1,1,Real Bed,85,2,30,4,within a few hours,1,3,100,10,9,10,10,9,10
240194,Alexander,2010,9/20,1267968,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1072 VP,Netherlands,52.35569364,4.886963793,Apartment,Entire home/apt,7,1,3,4,Pull-out Sofa,199,2,20,1,within a few hours,0.97,2,,,,,,,
240194,Alexander,2010,9/20,97390,Zuid,Amsterdam,North Holland,1072,Netherlands,52.35460169,4.886294797,Apartment,Entire home/apt,7,1,3,4,Pull-out Sofa,189,2,20,1,within a few hours,0.97,21,84,7,9,9,9,9,8
240194,Alexander,2010,9/20,52038,Zuid,De Pijp,North Holland,1072,Netherlands,52.35479546,4.88607129,Apartment,Entire home/apt,5,1,2,3,Pull-out Sofa,140,2,20,2,within a few hours,1,5,86,8,9,9,9,10,8
240194,Alexander,2010,9/20,54237,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1072 VP,Netherlands,52.35462259,4.886924286,Apartment,Private room,3,1,1,2,Pull-out Sofa,99,1,15,1,within a few hours,0.97,2,90,9,10,10,10,10,9
240194,Alexander,2010,9/20,93807,Zuid,Amsterdam,North Holland,1072,Netherlands,52.35456773,4.886409527,Apartment,Shared room,2,1,1,1,Pull-out Sofa,69,1,10,2,within a few hours,0.97,2,100,7,8,7,8,9,8
243018,Paul,2010,9/23,4445005,Centrum-West,Amsterdam,North Holland,1015 LP,Netherlands,52.37926667,4.880932261,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,1,0,2,within a few hours,1,7,100,10,10,10,10,10,10
244255,Amar,2010,9/24,52833,Westerpark,Amsterdam,North Holland,1051 GL,Netherlands,52.39635179,4.865418481,Apartment,Entire home/apt,4,1,1,2,Futon,74,2,17,1,within an hour,1,86,82,7,8,9,9,9,8
246338,Paul,2010,9/27,193088,Westerpark,Amsterdam,North Holland,1013,Netherlands,52.38880471,4.884462142,Apartment,Entire home/apt,5,1,2,4,Real Bed,60,1,20,1,within a few hours,1,66,89,9,9,10,10,9,9
246493,Dotti,2010,9/27,53692,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1073,Netherlands,52.35348316,4.900490172,Apartment,Private room,4,1,1,4,Real Bed,72,2,20,2,within a few hours,0.98,84,90,9,9,9,9,9,9
246493,Dotti,2010,9/27,53067,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1073,Netherlands,52.35339267,4.900637643,Apartment,Entire home/apt,2,1,1,2,Real Bed,79,2,15,2,within a few hours,0.98,99,93,9,9,9,9,10,9
246493,Dotti,2010,9/27,53693,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1073,Netherlands,52.35441393,4.900071016,House,Entire home/apt,2,1,1,1,Real Bed,79,2,0,2,within a few hours,0.98,116,93,9,9,10,10,10,9
247625,Nicky,2010,9/28,53233,IJburg - Zeeburgereiland,Amsterdam,North Holland,1086 ZM,Netherlands,52.35846293,4.98254256,House,Entire home/apt,4,1,2,2,Real Bed,160,2,45,2,a few days or more,0.42,3,100,10,9,10,10,9,10
247822,Georg,2010,9/28,53671,Westerpark,Amsterdam,North Holland,1013 NN,Netherlands,52.38905337,4.885588535,Apartment,Private room,2,1,1,1,Real Bed,75,1,0,2,within an hour,1,119,93,9,9,10,10,9,9
249794,Marieke,2010,9/30,107195,Centrum-Oost,Amsterdam,North Holland,1018,Netherlands,52.37007447,4.919603854,Apartment,Entire home/apt,4,1,1,2,Real Bed,110,2,30,4,within a day,0.75,18,92,9,9,10,10,9,9
249835,Alexandra,2010,9/30,912209,Oostelijk Havengebied - Indische Buurt,Amsterdam,North Holland,1019 HK,Netherlands,52.36983165,4.940509178,Apartment,Entire home/apt,4,1,1,2,Real Bed,85,2,15,3,within a day,0.65,1,80,8,10,8,8,6,8
249924,Andrew,2010,9/30,1415090,Westerpark,Amsterdam,North Holland,1052,Netherlands,52.37406744,4.872770688,Apartment,Private room,3,3,1,1,Real Bed,48,2,8,3,N/A,N/A,0,,,,,,,
259495,Marcel,2010,10/12,4851638,Centrum-West,Amsterdam,Noord-Holland,1015 JG,Netherlands,52.37972229,4.881589385,House,Entire home/apt,2,1,1,1,Real Bed,90,2,25,1,within an hour,1,2,100,9,10,10,9,10,9
260785,Lotte,2010,10/13,55256,Centrum-Oost,Amsterdam,North Holland,1011,Netherlands,52.37083689,4.903341145,Apartment,Private room,2,1,1,1,Pull-out Sofa,70,1,17,2,within an hour,1,30,95,9,9,10,10,10,9
262799,Niels,2010,10/15,3255105,IJburg - Zeeburgereiland,Amsterdam,North Holland,1087,Netherlands,52.3541103,5.001478323,House,Entire home/apt,8,2,4,5,Real Bed,190,5,35,4,within a few hours,1,7,91,9,9,10,10,9,9
262846,Walther,2010,10/15,55621,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1073,Netherlands,52.35385915,4.897720521,Apartment,Entire home/apt,4,1,2,4,Real Bed,150,1,0,6,within a day,0.67,9,98,10,9,10,10,9,9
262846,Walther,2010,10/15,1876191,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1073,Netherlands,52.351198,4.896674835,Apartment,Entire home/apt,4,1,2,4,Real Bed,400,1,0,1,within a day,0.67,0,,,,,,,
263146,Renec,2010,10/16,59948,Osdorp,Amsterdam,North Holland,1068,Netherlands,52.36316533,4.809029364,Apartment,Entire home/apt,2,1,1,1,Real Bed,89,1,0,1,within a few hours,0.9,47,95,9,9,10,10,9,9
263233,Jan Willem,2010,10/16,55709,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1017 ZJ,Netherlands,52.35700378,4.898811389,Apartment,Entire home/apt,3,1,1,1,Real Bed,119,2,35,4,within an hour,1,38,99,10,10,10,10,10,10
263844,Carlos & Claudia,2010,10/17,55807,De Baarsjes - Oud-West,Amsterdam,North Holland,1057,Netherlands,52.36965708,4.862025427,Apartment,Private room,2,1,1,1,Real Bed,60,1,0,2,within a few hours,0.9,73,97,10,10,10,10,9,9
263888,Frank,2010,10/17,5313835,Bos en Lommer,Amsterdam,Noord-Holland,1056xb,Netherlands,52.37643838,4.861924704,Apartment,Entire home/apt,4,1,2,2,Real Bed,125,2,30,2,within an hour,1,2,100,10,10,9,10,10,10
125667,Michèle,2010,5/16,1018703,Zuid,Amsterdam,North Holland,1072 AW,Netherlands,52.3504502,4.8861133,Boat,Entire home/apt,2,1,0,1,Real Bed,100,2,45,3,within an hour,1,46,92,9,9,9,9,9,9
126790,Christopher,2010,5/17,1088859,De Baarsjes - Oud-West,Amsterdam,North Holland,1054,Netherlands,52.36793778,4.876497045,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,1,0,2,within an hour,1,18,99,10,9,10,10,10,9
127233,Ingeborg,2010,5/18,29554,Centrum-West,Amsterdam,NH,1013,Netherlands,52.38050992,4.894188598,Apartment,Entire home/apt,2,1,1,1,Real Bed,130,1,0,4,within a day,0.9,63,96,10,9,10,10,10,9
264178,Cornelie,2010,10/17,55868,Zuid,Amsterdam,North Holland,1071 DN,Netherlands,52.35668198,4.885664547,Apartment,Entire home/apt,4,1.5,2,4,Real Bed,99,2,20,2,within an hour,1,57,97,10,10,10,10,10,10
264660,Rene,2010,10/18,1194098,Centrum-West,Amsterdam,North Holland,1013 KH,Netherlands,52.38528295,4.88368852,Apartment,Entire home/apt,4,1,2,3,Real Bed,140,4,35,3,within an hour,1,17,99,10,10,10,10,10,9
264690,Johan,2010,10/18,260476,Centrum-Oost,Amsterdam,North Holland,1017,Netherlands,52.36497519,4.886080252,Bed & Breakfast,Entire home/apt,3,1,1,3,Real Bed,120,2,25,3,within a few hours,1,12,96,9,9,9,9,10,9
264690,Johan,2010,10/18,260362,Centrum-Oost,Amsterdam,North Holland,1017,Netherlands,52.36454921,4.884224763,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,2,0,3,within a few hours,1,4,100,10,10,10,10,10,10
264963,Ramzi,2010,10/18,55985,Centrum-West,Amsterdam,North Holland,1053 DC,Netherlands,52.3697076,4.875863052,Apartment,Entire home/apt,2,1,1,2,Real Bed,85,2,30,3,within an hour,1,109,85,9,9,9,9,9,8
266155,Bo,2010,10/19,1126416,Zuid,Amsterdam,North Holland,1071,Netherlands,52.35286356,4.868860681,Apartment,Entire home/apt,4,1,2,2,Real Bed,275,1,0,3,within a day,0.8,6,100,9,10,10,10,10,10
266602,Tabitha,2010,10/20,211690,Centrum-West,Amsterdam,North Holland,1015,Netherlands,52.37370833,4.877785248,Apartment,Entire home/apt,2,1,1,1,Real Bed,129,1,0,5,within a day,1,15,98,10,10,10,10,10,9
267422,Willem,2010,10/21,56442,Westerpark,Amsterdam,North Holland,1013,Netherlands,52.39178419,4.891576147,Apartment,Private room,1,1,1,1,Real Bed,125,1,0,3,N/A,N/A,0,,,,,,,
273329,Bart,2010,10/28,57408,Oostelijk Havengebied - Indische Buurt,Amsterdam,North Holland,1094,Netherlands,52.36159079,4.935714957,Apartment,Entire home/apt,4,1,2,2,Real Bed,85,2,10,2,within an hour,1,213,97,10,10,10,10,9,10
275886,Robert,2010,11/1,57811,Centrum-Oost,Amsterdam,North Holland,1018 NK,Netherlands,52.37175722,4.928786798,Apartment,Entire home/apt,2,1,1,1,Real Bed,125,2,25,1,within an hour,1,6,100,10,10,10,10,10,10
276068,The One Roomed Guesthouse-BB,2010,11/1,57841,Centrum-West,Amsterdam,North Holland,1012,Netherlands,52.3726137,4.899965145,Bed & Breakfast,Entire home/apt,4,1,1,4,Real Bed,119,2,25,3,within a few hours,0.96,174,94,10,9,10,9,9,9
276959,Lisa,2010,11/2,404740,De Baarsjes - Oud-West,Amsterdam,North Holland,1054,Netherlands,52.36392608,4.876992416,House,Entire home/apt,5,1,3,4,Real Bed,250,1,0,6,within a few hours,0.91,1,100,10,10,10,10,10,10
276959,Lisa,2010,11/2,57978,Zuid,Amsterdam,North Holland,1054,Netherlands,52.35817557,4.874105554,Apartment,Entire home/apt,3,1,1,3,Real Bed,95,2,30,4,within a few hours,0.91,92,93,9,10,10,10,10,9
278253,Marcel,2010,11/4,58211,Centrum-West,Amsterdam,North Holland,1016 EZ,Netherlands,52.36916479,4.884445345,Apartment,Entire home/apt,4,2,2,2,Real Bed,195,2,45,2,within an hour,1,17,95,10,9,10,10,10,10
278253,Marcel,2010,11/4,1508856,Centrum-West,Amsterdam,North Holland,1016 EZ,Netherlands,52.37088512,4.885055601,Apartment,Entire home/apt,4,1,2,3,Real Bed,195,2,45,2,within an hour,1,38,98,10,10,10,10,10,10
280614,Pieter,2010,11/7,58600,Westerpark,Amsterdam,North Holland,1051,Netherlands,52.38038213,4.867689548,Apartment,Entire home/apt,8,1,2,8,Real Bed,120,4,45,1,within a day,0.95,55,90,9,8,9,10,9,9
284023,Arnoud,2010,11/11,701898,Watergraafsmeer,Amsterdam,North Holland,1096,Netherlands,52.34277295,4.918096829,Apartment,Entire home/apt,4,1,2,2,Real Bed,99,1,0,4,within a day,1,5,100,10,10,10,10,10,10
287499,Rachel,2010,11/15,474380,Centrum-Oost,Amsterdam,North Holland,1017,Netherlands,52.36740164,4.897890551,Apartment,Entire home/apt,2,1,1,1,Real Bed,120,1,0,6,within a few hours,1,3,100,9,10,10,9,10,9
288514,Hev,2010,11/16,59963,Centrum-Oost,Amsterdam,North Holland,1017,Netherlands,52.36589633,4.900932228,Apartment,Entire home/apt,4,0,1,1,Real Bed,125,4,0,3,within an hour,1,33,91,9,9,10,10,10,9
288514,Hev,2010,11/16,59968,Centrum-Oost,Amsterdam,North Holland,1017,Netherlands,52.36548371,4.899114053,Apartment,Entire home/apt,4,1,1,2,Real Bed,150,6,0,3,within an hour,1,26,87,8,8,10,9,9,8
288514,Hev,2010,11/16,221060,Centrum-West,Amsterdam,North Holland,1015,Netherlands,52.37717276,4.882036667,Apartment,Entire home/apt,4,0,1,2,Real Bed,150,4,0,3,within an hour,1,12,100,10,9,9,9,9,9
288514,Hev,2010,11/16,299706,Centrum-West,Amsterdam,North Holland,1013,Netherlands,52.38431135,4.88533481,Apartment,Entire home/apt,4,1,1,1,Real Bed,100,4,0,3,within an hour,1,3,100,9,10,10,10,9,8
288514,Hev,2010,11/16,300954,Centrum-West,Amsterdam,North Holland,1013,Netherlands,52.38357589,4.884516549,Apartment,Entire home/apt,4,1,1,1,Real Bed,100,4,0,3,within an hour,1,8,90,9,9,9,9,10,9
288514,Hev,2010,11/16,1384831,Bos en Lommer,Amsterdam,North Holland,1056 XL,Netherlands,52.37721451,4.862147801,House,Entire home/apt,2,1,1,1,Real Bed,135,1,0,3,within an hour,1,3,100,10,10,10,10,9,9
288514,Hev,2010,11/16,1642861,Oostelijk Havengebied - Indische Buurt,Amsterdam,North Holland,1019 BX,Netherlands,52.37555668,4.931500068,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,1,0,3,within an hour,1,3,100,10,10,10,10,9,7
288514,Hev,2010,11/16,4410590,Westerpark,Amsterdam,North Holland,1052 KE,Netherlands,52.37428441,4.874802526,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,1,0,3,within an hour,1,0,,,,,,,
288514,Hev,2010,11/16,4002859,Centrum-West,Amsterdam,North Holland,1012 TE,Netherlands,52.37528325,4.892628933,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,110,1,0,3,within an hour,1,8,90,10,10,10,10,10,9
288514,Hev,2010,11/16,772474,Centrum-Oost,Amsterdam,North Holland,1017,Netherlands,52.36635145,4.900816355,Apartment,Entire home/apt,2,1,0,1,Real Bed,100,2,0,3,within an hour,1,10,94,10,10,10,10,10,9
295735,Anna,2010,11/22,5665907,De Baarsjes - Oud-West,Amsterdam,NH,1056,Netherlands,52.37225428,4.864160636,Apartment,Private room,1,1,1,1,Real Bed,65,1,0,2,within a few hours,1,0,,,,,,,
298655,Filipa,2010,11/25,216225,Centrum-Oost,Amsterdam,North Holland,1017,Netherlands,52.36113001,4.888892325,Apartment,Private room,2,1,1,1,Real Bed,70,1,0,2,within a day,0.94,129,91,9,9,9,9,10,9
298957,Kate,2010,11/25,61680,Centrum-West,Jordaan,North Holland,1015,Netherlands,52.38055282,4.887058019,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,100,2,20,5,within a few hours,1,45,97,10,10,10,10,10,9
301340,Jessica,2010,11/27,62015,Oud-Oost,Amsterdam,North Holland,1094,Netherlands,52.36445272,4.931235931,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,1,0,2,within a day,0.85,5,95,10,10,10,10,8,8
303781,Ruth,2010,11/29,711895,Centrum-West,Amsterdam,North Holland,1015,Netherlands,52.37381904,4.878362764,Apartment,Entire home/apt,4,2,2,4,Real Bed,300,4,40,1,within a few hours,1,9,88,9,9,9,10,10,9
303781,Ruth,2010,11/29,1730433,Centrum-West,Amsterdam,North Holland,1012 NH,Netherlands,52.37624006,4.895680114,Apartment,Entire home/apt,4,1.5,1,3,Real Bed,156,1,0,1,within a few hours,1,6,100,10,10,9,10,10,9
303781,Ruth,2010,11/29,3055265,Centrum-Oost,Amsterdam,North Holland,1018,Netherlands,52.36946156,4.915432349,Apartment,Entire home/apt,4,1,1,3,Real Bed,200,2,0,1,within a few hours,1,13,92,9,10,10,10,9,9
306192,Conny,2010,12/1,64736,De Baarsjes - Oud-West,Amsterdam,North Holland,,Netherlands,52.36348131,4.867833978,Boat,Entire home/apt,2,1.5,1,1,Real Bed,110,1,0,3,within a day,1,29,96,10,10,10,10,10,9
307265,Janto,2010,12/2,63008,De Baarsjes - Oud-West,Amsterdam,North Holland,1054,Netherlands,52.35885104,4.862995955,Apartment,Entire home/apt,6,1,,3,Real Bed,89,2,35,3,within a day,0.7,110,94,9,9,10,10,9,9
307370,Sophie,2010,12/2,63016,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1078,Netherlands,52.34654543,4.902214338,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,99,1,24,2,within a day,0.8,6,97,10,10,10,10,10,10
